Date,股票代码,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,Turnover
2024-05-16,601398,4.92,4.96,4.97,4.91,2971889,1603335346.0,1.22,0.61,0.03,0.11
2024-05-17,601398,4.96,5.02,5.02,4.94,3830016,2079470080.0,1.61,1.21,0.06,0.14
2024-05-20,601398,5.02,5.01,5.08,4.99,3318203,1817190585.0,1.79,-0.2,-0.01,0.12
2024-05-21,601398,5.01,5.05,5.06,4.99,2736760,1498524386.0,1.4,0.8,0.04,0.1
2024-05-22,601398,5.05,5.06,5.09,5.04,2458441,1356650240.0,0.99,0.2,0.01,0.09
2024-05-23,601398,5.07,5.04,5.08,5.02,2241625,1231956387.0,1.19,-0.4,-0.02,0.08
2024-05-24,601398,5.04,4.99,5.06,4.99,2261861,1238699584.0,1.39,-0.99,-0.05,0.08
2024-05-27,601398,5.0,5.03,5.04,4.99,2155682,1178996874.0,1.0,0.8,0.04,0.08
2024-05-28,601398,5.03,5.04,5.06,5.01,1957240,1074148916.0,0.99,0.2,0.01,0.07
2024-05-29,601398,5.04,5.02,5.06,5.0,2277199,1247889692.0,1.19,-0.4,-0.02,0.08
2024-05-30,601398,5.02,4.99,5.03,4.97,2239851,1219754897.0,1.2,-0.6,-0.03,0.08
2024-05-31,601398,5.0,4.98,5.02,4.98,2037423,1110323552.0,0.8,-0.2,-0.01,0.08
2024-06-03,601398,4.98,4.99,5.0,4.96,2157727,1171716314.0,0.8,0.2,0.01,0.08
2024-06-04,601398,4.99,5.02,5.02,4.99,1756288,958146651.0,0.6,0.6,0.03,0.07
2024-06-05,601398,5.02,5.01,5.03,5.0,1889975,1031778716.0,0.6,-0.2,-0.01,0.07
2024-06-06,601398,5.01,5.01,5.04,5.0,2375214,1298076592.0,0.8,0.0,0.0,0.09
2024-06-07,601398,5.01,5.07,5.07,5.0,2972943,1633744047.0,1.4,1.2,0.06,0.11
2024-06-11,601398,5.07,4.99,5.09,4.99,3337614,1829863373.0,1.97,-1.58,-0.08,0.12
2024-06-12,601398,4.99,4.95,5.0,4.91,3234762,1745522080.0,1.8,-0.8,-0.04,0.12
2024-06-13,601398,4.95,4.98,4.99,4.94,1804745,977764799.0,1.01,0.61,0.03,0.07
2024-06-14,601398,4.98,5.05,5.07,4.97,3698141,2027587055.0,2.01,1.41,0.07,0.14
2024-06-17,601398,5.04,4.98,5.05,4.95,2737858,1489815818.0,1.98,-1.39,-0.07,0.1
2024-06-18,601398,4.97,5.0,5.01,4.94,2010650,1091725781.0,1.41,0.4,0.02,0.07
2024-06-19,601398,4.99,5.05,5.05,4.99,2479370,1360484560.0,1.2,1.0,0.05,0.09
2024-06-20,601398,5.05,5.07,5.07,5.03,2133767,1175329569.0,0.79,0.4,0.02,0.08
2024-06-21,601398,5.06,5.06,5.08,5.03,2248274,1239151678.0,0.99,-0.2,-0.01,0.08
2024-06-24,601398,5.06,5.12,5.13,5.05,3317211,1839293338.0,1.58,1.19,0.06,0.12
2024-06-25,601398,5.11,5.15,5.16,5.1,2924741,1633949389.0,1.17,0.59,0.03,0.11
2024-06-26,601398,5.15,5.18,5.21,5.14,2524705,1420409162.0,1.36,0.58,0.03,0.09
2024-06-27,601398,5.17,5.25,5.26,5.15,3156536,1788966261.0,2.12,1.35,0.07,0.12
2024-06-28,601398,5.24,5.25,5.27,5.2,2685533,1525746420.0,1.33,0.0,0.0,0.1
2024-07-01,601398,5.24,5.37,5.4,5.23,3202846,1854826332.0,3.24,2.29,0.12,0.12
2024-07-02,601398,5.37,5.52,5.53,5.36,3770405,2234061030.0,3.17,2.79,0.15,0.14
2024-07-03,601398,5.51,5.44,5.53,5.4,2743719,1619018146.0,2.36,-1.45,-0.08,0.1
2024-07-04,601398,5.44,5.51,5.53,5.43,2618980,1556909212.0,1.84,1.29,0.07,0.1
2024-07-05,601398,5.51,5.38,5.55,5.36,3993120,2341435825.0,3.45,-2.36,-0.13,0.15
2024-07-08,601398,5.37,5.44,5.49,5.36,2883649,1699967172.0,2.42,1.12,0.06,0.11
2024-07-09,601398,5.44,5.49,5.49,5.4,2955343,1746477244.0,1.65,0.92,0.05,0.11
2024-07-10,601398,5.49,5.55,5.56,5.49,2876301,1720936653.0,1.28,1.09,0.06,0.11
2024-07-11,601398,5.55,5.48,5.55,5.41,3767985,2229396343.0,2.52,-1.26,-0.07,0.14
2024-07-12,601398,5.47,5.63,5.65,5.46,4009673,2418946581.0,3.47,2.74,0.15,0.15
2024-07-15,601398,5.64,5.75,5.79,5.61,4289583,2640918177.0,3.2,2.13,0.12,0.16
2024-07-16,601398,5.78,5.75,5.83,5.69,5035591,2966243649.0,2.43,0.0,0.0,0.19
2024-07-17,601398,5.74,5.77,5.8,5.7,3218992,1898464088.0,1.74,0.35,0.02,0.12
2024-07-18,601398,5.76,5.77,5.78,5.72,2553864,1505808655.0,1.04,0.0,0.0,0.09
2024-07-19,601398,5.76,5.77,5.78,5.68,3601440,2112440788.0,1.73,0.0,0.0,0.13
2024-07-22,601398,5.74,5.7,5.75,5.62,3230607,1879506552.0,2.25,-1.21,-0.07,0.12
2024-07-23,601398,5.68,5.87,5.92,5.67,5081438,3034821327.0,4.39,2.98,0.17,0.19
2024-07-24,601398,5.86,5.92,5.97,5.85,3184498,1929595590.0,2.04,0.85,0.05,0.12
2024-07-25,601398,5.91,5.92,5.98,5.83,4114787,2488088460.0,2.53,0.0,0.0,0.15
2024-07-26,601398,5.91,5.79,5.93,5.72,4159456,2462785200.0,3.55,-2.2,-0.13,0.15
2024-07-29,601398,5.78,5.84,5.84,5.7,2618931,1555917031.0,2.42,0.86,0.05,0.1
2024-07-30,601398,5.83,5.85,5.89,5.77,2495335,1490211571.0,2.05,0.17,0.01,0.09
2024-07-31,601398,5.84,5.71,5.87,5.69,4614730,2712777024.0,3.08,-2.39,-0.14,0.17
2024-08-01,601398,5.69,5.74,5.77,5.59,3731394,2178941279.0,3.15,0.53,0.03,0.14
2024-08-02,601398,5.71,5.74,5.78,5.69,2814158,1655728285.0,1.57,0.0,0.0,0.1
2024-08-05,601398,5.74,5.73,5.81,5.69,3195446,1883504218.0,2.09,-0.17,-0.01,0.12
2024-08-06,601398,5.74,5.66,5.75,5.64,2754700,1604677490.0,1.92,-1.22,-0.07,0.1
2024-08-07,601398,5.68,5.68,5.74,5.66,2270152,1326499665.0,1.41,0.35,0.02,0.08
2024-08-08,601398,5.69,5.73,5.74,5.67,1871759,1095813858.0,1.23,0.88,0.05,0.07
2024-08-09,601398,5.73,5.78,5.79,5.7,1850788,1091650499.0,1.57,0.87,0.05,0.07
2024-08-12,601398,5.78,5.85,5.88,5.77,2258478,1350053507.0,1.9,1.21,0.07,0.08
2024-08-13,601398,5.85,5.86,5.94,5.79,2404187,1445004523.0,2.56,0.17,0.01,0.09
2024-08-14,601398,5.84,5.88,5.9,5.83,1880448,1129757322.0,1.19,0.34,0.02,0.07
2024-08-15,601398,5.88,5.91,5.92,5.86,2067401,1247677390.0,1.02,0.51,0.03,0.08
2024-08-16,601398,5.91,6.0,6.01,5.89,2701940,1647386714.0,2.03,1.52,0.09,0.1
2024-08-19,601398,6.0,6.13,6.15,5.96,3388635,2104346757.0,3.17,2.17,0.13,0.13
2024-08-20,601398,6.12,6.25,6.26,6.11,3995974,2534261643.0,2.45,1.96,0.12,0.15
2024-08-21,601398,6.21,6.16,6.22,6.11,3315883,2088630842.0,1.76,-1.44,-0.09,0.12
2024-08-22,601398,6.15,6.28,6.3,6.15,3502302,2236501392.0,2.44,1.95,0.12,0.13
2024-08-23,601398,6.28,6.32,6.34,6.21,2656574,1706372380.0,2.07,0.64,0.04,0.1
2024-08-26,601398,6.3,6.29,6.33,6.21,2673111,1712684370.0,1.9,-0.47,-0.03,0.1
2024-08-27,601398,6.28,6.39,6.41,6.27,3232496,2103729870.0,2.23,1.59,0.1,0.12
2024-08-28,601398,6.39,6.35,6.43,6.3,3147225,2043853154.0,2.03,-0.63,-0.04,0.12
2024-08-29,601398,6.34,6.08,6.35,6.06,5573147,3505246234.0,4.57,-4.25,-0.27,0.21
2024-08-30,601398,6.04,5.84,6.1,5.82,8807823,5320880799.0,4.61,-3.95,-0.24,0.33
2024-09-02,601398,5.76,5.8,5.86,5.74,5682402,3379236044.0,2.05,-0.68,-0.04,0.21
2024-09-03,601398,5.79,5.62,5.81,5.54,6486401,3742967424.0,4.66,-3.1,-0.18,0.24
2024-09-04,601398,5.58,5.57,5.64,5.52,3923314,2240822277.0,2.14,-0.89,-0.05,0.15
2024-09-05,601398,5.56,5.49,5.59,5.46,3835308,2163978358.0,2.33,-1.44,-0.08,0.14
2024-09-06,601398,5.49,5.5,5.59,5.48,2906968,1651910319.0,2.0,0.18,0.01,0.11
2024-09-09,601398,5.49,5.47,5.51,5.37,2821267,1576623851.0,2.55,-0.55,-0.03,0.1
2024-09-10,601398,5.47,5.53,5.58,5.46,3683432,2088218472.0,2.19,1.1,0.06,0.14
2024-09-11,601398,5.52,5.4,5.53,5.36,3597634,1999982571.0,3.07,-2.35,-0.13,0.13
2024-09-12,601398,5.37,5.4,5.42,5.31,2868536,1582711061.0,2.04,0.0,0.0,0.11
2024-09-13,601398,5.4,5.42,5.44,5.38,2340487,1301691998.0,1.11,0.37,0.02,0.09
2024-09-18,601398,5.43,5.54,5.54,5.43,2468394,1391412407.0,2.03,2.21,0.12,0.09
2024-09-19,601398,5.55,5.51,5.57,5.44,2809968,1583072175.0,2.35,-0.54,-0.03,0.1
2024-09-20,601398,5.52,5.53,5.55,5.48,2828323,1602117689.0,1.27,0.36,0.02,0.1
2024-09-23,601398,5.52,5.58,5.6,5.48,2270377,1292978895.0,2.17,0.9,0.05,0.08
2024-09-24,601398,5.61,5.86,5.86,5.59,6052049,3559231107.0,4.84,5.02,0.28,0.22
2024-09-25,601398,5.95,5.9,6.08,5.83,6298208,3830867833.0,4.27,0.68,0.04,0.23
2024-09-26,601398,5.9,6.06,6.07,5.86,5216744,3190823779.0,3.56,2.71,0.16,0.19
2024-09-27,601398,6.11,5.87,6.2,5.78,6872093,4133669632.0,6.93,-3.14,-0.19,0.25
2024-09-30,601398,5.87,6.04,6.17,5.69,16161742,9720369051.0,8.18,2.9,0.17,0.6
2024-10-08,601398,6.36,5.98,6.52,5.9,16882262,10602986873.0,10.26,-0.99,-0.06,0.63
2024-10-09,601398,5.92,5.9,6.03,5.84,10090718,6133595303.0,3.18,-1.34,-0.08,0.37
2024-10-10,601398,5.91,6.13,6.26,5.9,10915281,6791738966.0,6.1,3.9,0.23,0.4
2024-10-11,601398,6.11,6.13,6.25,6.06,5299528,3337751104.0,3.1,0.0,0.0,0.2
2024-10-14,601398,6.18,6.33,6.36,6.18,7899211,5078881017.0,2.94,3.26,0.2,0.29
2024-10-15,601398,6.29,6.12,6.31,6.12,4927692,3131385265.0,3.0,-3.32,-0.21,0.18
2024-10-16,601398,6.09,6.22,6.26,6.08,4146146,2634359939.0,2.94,1.63,0.1,0.15
2024-10-17,601398,6.21,6.15,6.26,6.15,3280813,2079129206.0,1.77,-1.13,-0.07,0.12
2024-10-18,601398,6.15,6.18,6.22,6.07,5144522,3236239707.0,2.44,0.49,0.03,0.19
2024-10-21,601398,6.15,6.02,6.15,6.0,5684649,3510955376.0,2.43,-2.59,-0.16,0.21
2024-10-22,601398,6.03,6.0,6.07,5.97,4312715,2648200619.0,1.66,-0.33,-0.02,0.16
2024-10-23,601398,6.0,6.0,6.02,5.97,3068545,1883772583.0,0.83,0.0,0.0,0.11
2024-10-24,601398,5.99,6.02,6.06,5.98,2887895,1778302541.0,1.33,0.33,0.02,0.11
2024-10-25,601398,6.01,5.98,6.03,5.96,2845290,1742297128.0,1.16,-0.66,-0.04,0.11
2024-10-28,601398,5.97,5.93,5.97,5.89,3295364,1995022237.0,1.34,-0.84,-0.05,0.12
2024-10-29,601398,5.93,5.92,5.97,5.91,2938607,1785953207.0,1.01,-0.17,-0.01,0.11
2024-10-30,601398,5.91,5.87,5.94,5.86,3054120,1839999984.0,1.35,-0.84,-0.05,0.11
2024-10-31,601398,5.9,5.9,5.96,5.87,3052880,1844805161.0,1.53,0.51,0.03,0.11
2024-11-01,601398,5.9,6.01,6.01,5.89,4512379,2760339812.0,2.03,1.86,0.11,0.17
2024-11-04,601398,6.01,5.99,6.01,5.91,3180605,1937583730.0,1.66,-0.33,-0.02,0.12
2024-11-05,601398,5.96,6.01,6.01,5.95,3125108,1914855699.0,1.0,0.33,0.02,0.12
2024-11-06,601398,5.99,5.95,6.01,5.93,3450231,2106283783.0,1.33,-1.0,-0.06,0.13
2024-11-07,601398,5.94,6.01,6.01,5.92,3794488,2318559913.0,1.51,1.01,0.06,0.14
2024-11-08,601398,6.01,5.97,6.03,5.96,3300424,2021389761.0,1.16,-0.67,-0.04,0.12
2024-11-11,601398,5.94,5.9,5.95,5.88,3987302,2410772377.0,1.17,-1.17,-0.07,0.15
2024-11-12,601398,5.9,5.86,5.93,5.86,3292742,1984275396.0,1.19,-0.68,-0.04,0.12
2024-11-13,601398,5.86,5.9,5.93,5.84,3438858,2075207458.0,1.54,0.68,0.04,0.13
2024-11-14,601398,5.89,5.93,5.96,5.87,3735265,2271181110.0,1.53,0.51,0.03,0.14
2024-11-15,601398,5.92,5.91,5.97,5.89,3845233,2337086119.0,1.35,-0.34,-0.02,0.14
2024-11-18,601398,5.94,6.05,6.1,5.93,6932425,4282442406.0,2.88,2.37,0.14,0.26
2024-11-19,601398,6.04,6.01,6.08,5.93,4294987,2648795351.0,2.48,-0.66,-0.04,0.16
2024-11-20,601398,5.99,6.0,6.04,5.98,2682421,1649596256.0,1.0,-0.17,-0.01,0.1
2024-11-21,601398,5.99,5.99,6.01,5.97,1809107,1107466761.0,0.67,-0.17,-0.01,0.07
2024-11-22,601398,6.0,5.91,6.01,5.91,2978203,1814510786.0,1.67,-1.34,-0.08,0.11
2024-11-25,601398,5.92,5.93,5.99,5.91,2903722,1770698664.0,1.35,0.34,0.02,0.11
2024-11-26,601398,5.93,6.02,6.04,5.91,3300041,2021400613.0,2.19,1.52,0.09,0.12
2024-11-27,601398,6.01,6.06,6.08,6.0,2883174,1783808194.0,1.33,0.66,0.04,0.11
2024-11-28,601398,6.05,6.05,6.08,6.01,2018400,1248696415.0,1.16,-0.17,-0.01,0.07
2024-11-29,601398,6.05,6.01,6.09,6.0,2906465,1796519084.0,1.49,-0.66,-0.04,0.11
2024-12-02,601398,6.02,5.99,6.02,5.96,2417480,1480654067.0,1.0,-0.33,-0.02,0.09
2024-12-03,601398,5.99,6.07,6.07,5.98,3385172,2090169390.0,1.5,1.34,0.08,0.13
2024-12-04,601398,6.07,6.12,6.14,6.03,3572315,2228037037.0,1.81,0.82,0.05,0.13
2024-12-05,601398,6.11,6.12,6.19,6.09,2645283,1659231378.0,1.63,0.0,0.0,0.1
2024-12-06,601398,6.12,6.18,6.2,6.11,3119630,1968098516.0,1.47,0.98,0.06,0.12
2024-12-09,601398,6.16,6.18,6.23,6.14,3127433,1982868640.0,1.46,0.0,0.0,0.12
2024-12-10,601398,6.21,6.28,6.31,6.19,4372946,2792561332.0,1.94,1.62,0.1,0.16
2024-12-11,601398,6.26,6.17,6.31,6.16,3870003,2461585210.0,2.39,-1.75,-0.11,0.14
2024-12-12,601398,6.18,6.28,6.28,6.17,2901845,1851706028.0,1.78,1.78,0.11,0.11
2024-12-13,601398,6.26,6.25,6.31,6.22,3890984,2494595254.0,1.43,-0.48,-0.03,0.14
2024-12-16,601398,6.25,6.39,6.44,6.24,4715726,3074595963.0,3.2,2.24,0.14,0.17
2024-12-17,601398,6.38,6.37,6.45,6.37,3138477,2053036753.0,1.25,-0.31,-0.02,0.12
2024-12-18,601398,6.4,6.45,6.51,6.39,3489425,2301576369.0,1.88,1.26,0.08,0.13
2024-12-19,601398,6.43,6.35,6.47,6.34,3615285,2360581313.0,2.02,-1.55,-0.1,0.13
2024-12-20,601398,6.36,6.39,6.47,6.36,3765488,2467195131.0,1.73,0.63,0.04,0.14
2024-12-23,601398,6.39,6.56,6.62,6.39,4871100,3253676275.0,3.6,2.66,0.17,0.18
2024-12-24,601398,6.57,6.64,6.65,6.51,4641474,3126875532.0,2.13,1.22,0.08,0.17
2024-12-25,601398,6.63,6.8,6.9,6.62,6360901,4411842457.0,4.22,2.41,0.16,0.24
2024-12-26,601398,6.8,6.79,6.8,6.65,4872523,3343500772.0,2.21,-0.15,-0.01,0.18
2024-12-27,601398,6.75,6.78,6.8,6.62,5107041,3503590982.0,2.65,-0.15,-0.01,0.19
2024-12-30,601398,6.74,6.81,6.86,6.73,4823303,3342787449.0,1.92,0.44,0.03,0.18
2024-12-31,601398,6.8,6.78,6.89,6.76,5209802,3632600718.0,1.91,-0.44,-0.03,0.19
2025-01-02,601398,6.77,6.66,6.84,6.62,5314825,3636887200.0,3.24,-1.77,-0.12,0.2
2025-01-03,601398,6.67,6.57,6.69,6.48,5210740,3493034297.0,3.15,-1.35,-0.09,0.19
2025-01-06,601398,6.57,6.61,6.64,6.45,4742247,3180308148.0,2.89,0.61,0.04,0.18
2025-01-07,601398,6.61,6.69,6.71,6.56,3820218,2534162279.0,2.27,1.21,0.08,0.14
2025-01-08,601398,6.69,6.76,6.84,6.67,3996843,2703647491.0,2.54,1.05,0.07,0.15
2025-01-09,601398,6.76,6.71,6.77,6.66,2367234,1589593952.0,1.63,-0.74,-0.05,0.09
2025-01-10,601398,6.72,6.67,6.74,6.6,2620258,1748468963.0,2.09,-0.6,-0.04,0.1
2025-01-13,601398,6.66,6.6,6.67,6.49,3306033,2177310840.0,2.7,-1.05,-0.07,0.12
2025-01-14,601398,6.59,6.61,6.65,6.56,3418853,2259932309.0,1.36,0.15,0.01,0.13
2025-01-15,601398,6.6,6.63,6.73,6.58,3075983,2046662181.0,2.27,0.3,0.02,0.11
2025-01-16,601398,6.64,6.68,6.69,6.57,2674681,1778119565.0,1.81,0.75,0.05,0.1
2025-01-17,601398,6.67,6.61,6.7,6.6,2781346,1846159116.0,1.5,-1.05,-0.07,0.1
2025-01-20,601398,6.62,6.57,6.63,6.56,2273623,1498234582.0,1.06,-0.61,-0.04,0.08
2025-01-21,601398,6.58,6.55,6.61,6.52,2157435,1417436127.0,1.37,-0.3,-0.02,0.08
2025-01-22,601398,6.54,6.44,6.56,6.4,4111694,2658494738.0,2.44,-1.68,-0.11,0.15
2025-01-23,601398,6.48,6.66,6.69,6.48,5446820,3602828423.0,3.26,3.42,0.22,0.2
2025-01-24,601398,6.67,6.67,6.72,6.57,3282052,2189475262.0,2.25,0.15,0.01,0.12
2025-01-27,601398,6.68,6.82,6.85,6.68,3718662,2529075691.0,2.55,2.25,0.15,0.14
2025-02-05,601398,6.82,6.69,6.84,6.68,3305406,2222211105.0,2.35,-1.91,-0.13,0.12
2025-02-06,601398,6.7,6.69,6.76,6.65,2644237,1768795001.0,1.64,0.0,0.0,0.1
2025-02-07,601398,6.67,6.69,6.69,6.61,3676439,2445156830.0,1.2,0.0,0.0,0.14
2025-02-10,601398,6.66,6.67,6.74,6.64,3119268,2088870492.0,1.49,-0.3,-0.02,0.12
2025-02-11,601398,6.68,6.82,6.82,6.68,3941954,2664073222.0,2.1,2.25,0.15,0.15
2025-02-12,601398,6.81,6.9,6.92,6.73,3257811,2231545258.0,2.79,1.17,0.08,0.12
2025-02-13,601398,6.89,6.96,6.99,6.87,2945244,2045526566.0,1.74,0.87,0.06,0.11
2025-02-14,601398,6.96,6.99,7.0,6.9,2531578,1759162065.0,1.44,0.43,0.03,0.09
2025-02-17,601398,6.98,6.96,7.0,6.91,2713460,1885698489.0,1.29,-0.43,-0.03,0.1
2025-02-18,601398,6.95,7.09,7.14,6.94,3975121,2808344232.0,2.87,1.87,0.13,0.15
2025-02-19,601398,7.08,7.05,7.12,7.03,3220723,2274371586.0,1.27,-0.56,-0.04,0.12
2025-02-20,601398,7.04,7.08,7.09,7.0,2513267,1772394388.0,1.28,0.43,0.03,0.09
2025-02-21,601398,7.06,6.93,7.07,6.91,5772098,4021172959.0,2.26,-2.12,-0.15,0.21
2025-02-24,601398,6.9,6.89,6.94,6.82,4373310,3008552846.0,1.73,-0.58,-0.04,0.16
2025-02-25,601398,6.89,6.86,6.93,6.83,3139845,2159709477.0,1.45,-0.44,-0.03,0.12
2025-02-26,601398,6.86,6.88,6.94,6.84,3293700,2269557031.0,1.46,0.29,0.02,0.12
2025-02-27,601398,6.86,6.93,6.95,6.76,4391902,3015352621.0,2.76,0.73,0.05,0.16
2025-02-28,601398,6.9,6.87,6.98,6.87,4315896,2985870129.0,1.59,-0.87,-0.06,0.16
2025-03-03,601398,6.87,6.85,6.89,6.78,3964019,2705652927.0,1.6,-0.29,-0.02,0.15
2025-03-04,601398,6.82,6.78,6.84,6.78,3436562,2336781175.0,0.88,-1.02,-0.07,0.13
2025-03-05,601398,6.77,6.87,6.9,6.73,4599124,3147082337.0,2.51,1.33,0.09,0.17
2025-03-06,601398,6.85,6.83,6.86,6.79,3656712,2495349517.0,1.02,-0.58,-0.04,0.14
2025-03-07,601398,6.83,6.8,6.85,6.79,3223756,2195284348.0,0.88,-0.44,-0.03,0.12
